X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
393645.65,140765.55,25138159,2025/09/10 03:12:15+00,MIDNIGHT,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2,204,Cluster 14,001002 4,1002,Precinct 29,38.93475141,-77.07328988,,2025/09/10 01:56:00+00,2025/09/10 02:38:00+00,811620487,
400042.75,137251.7,25146189,2025/09/25 01:20:27+00,EVENING,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF 5TH STREET NE,400042.75,137251.7,6,6C,5,501,Cluster 25,010602 4,10602,Precinct 83,38.90312048,-76.99950715,,2025/09/24 18:30:00+00,2025/09/24 19:00:00+00,811620819,
400436.0625,135043.8151,25143576,2025/09/19 22:55:04+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET SE,400436.0625,135043.8151,6,6B,1,106,Cluster 26,007000 2,7000,Precinct 90,38.88323093,-76.99497417,CAPITOL HILL,2025/09/19 21:00:00+00,2025/09/19 21:10:00+00,811620846,
396455.48,139555.85,25146920,2025/09/26 03:15:33+00,MIDNIGHT,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,3901,Precinct 35,38.92386989,-77.04087559,ADAMS MORGAN,2025/09/26 02:23:00+00,2025/09/26 03:05:00+00,811621046,
400233.79,136927.88,25148275,2025/09/28 15:44:44+00,DAY,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF H STREET NE,400233.79,136927.88,6,6C,1,104,Cluster 25,008302 2,8302,Precinct 83,38.90020336,-76.99730482,,2025/09/28 15:41:00+00,2025/09/28 15:45:00+00,811621047,
399214.79,137753.75,25145195,2025/09/22 23:51:41+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,399214.79,137753.75,5,5E,3,308,Cluster 21,004600 1,4600,Precinct 19,38.90764277,-77.00905302,,2025/09/22 23:19:00+00,2025/09/22 23:21:00+00,811621114,
399610.4,140102.24,25145390,2025/09/23 18:35:44+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 379 BLOCK OF MICHIGAN AVENUE NE,399610.4,140102.24,5,5E,4,405,Cluster 21,002302 2,2302,Precinct 44,38.92879901,-77.0044932,,2025/09/23 12:42:00+00,2025/09/23 14:12:00+00,811621115,
397642.7,140935.36,25147122,2025/09/26 15:10:58+00,DAY,OTHERS,THEFT/OTHER,3700 - 3769 BLOCK OF 10TH STREET NW,397642.7,140935.36,4,4C,4,404,Cluster 18,002503 2,2503,Precinct 49,38.93630093,-77.02718925,,2025/09/26 13:15:00+00,2025/09/26 14:35:00+00,811621116,
399517.54,138221.84,25137371,2025/09/08 21:55:49+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,100 - 199 BLOCK OF QUINCY PLACE NE,399517.54,138221.84,5,5F,5,502,Cluster 21,008701 1,8701,Precinct 75,38.91185971,-77.00556282,,2025/09/08 15:55:00+00,2025/09/08 20:52:00+00,811621216,
397171.11,137408.25,25145913,2025/09/24 08:52:03+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,10100,Precinct 17,38.90452619,-77.03261406,DOWNTOWN,2025/09/24 07:40:00+00,2025/09/24 08:51:00+00,811621503,
393391.9,141537.36,25148215,2025/09/28 12:47:17+00,DAY,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF WISCONSIN AVENUE NW,393391.9,141537.36,3,3A,2,204,Cluster 14,001002 2,1002,Precinct 29,38.94170223,-77.07622402,,2025/09/28 04:00:00+00,,811621504,
397921.12,138058.46,25150128,2025/10/02 00:32:43+00,EVENING,OTHERS,BURGLARY,1500 - 1599 BLOCK OF 9TH STREET NW,397921.12,138058.46,2,2G,3,307,Cluster 7,004901 2,4901,Precinct 18,38.9103856,-77.02396922,,2025/10/01 22:16:00+00,2025/10/02 00:00:00+00,811621505,
398101.22,138793.82,25144821,2025/09/22 07:54:28+00,MIDNIGHT,KNIFE,ROBBERY,2000 - 2099 BLOCK OF GEORGIA AVENUE NW,398101.22,138793.82,1,1B,3,306,Cluster 3,003400 2,3400,Precinct 37,38.91701037,-77.02189472,,2025/09/22 06:42:00+00,2025/09/22 07:45:00+00,811621594,
398476.85,135302.01,25144265,2025/09/21 04:55:49+00,MIDNIGHT,OTHERS,ROBBERY,300 - 399 BLOCK OF 4TH STREET SW,398476.85,135302.01,6,6D,1,103,Cluster 9,010202 1,10202,Precinct 142,38.88555564,-77.01755561,SOUTHWEST,2025/09/21 01:32:00+00,2025/09/21 04:00:00+00,811621902,
399874.45,128589.62,25145289,2025/09/23 04:12:52+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4400 - 4599 BLOCK OF 3RD STREET SE,399874.45,128589.62,8,8E,7,708,Cluster 39,009811 1,9811,Precinct 125,38.82508887,-77.00144585,,2025/09/23 03:34:00+00,2025/09/23 04:13:00+00,811621903,
399489.52,137664.75,25148337,2025/09/28 19:36:09+00,EVENING,OTHERS,ROBBERY,1222 - 1299 BLOCK OF 1ST STREET NE,399489.52,137664.75,6,6E,5,501,Cluster 25,010601 2,10601,Precinct 144,38.90684123,-77.00588548,NOMA,2025/09/28 17:41:00+00,2025/09/28 18:43:00+00,811622732,
402503,139009.11,25143905,2025/09/20 14:56:36+00,DAY,OTHERS,THEFT F/AUTO,2000 - 2198 BLOCK OF BLADENSBURG ROAD NE,402503,139009.11,5,5C,5,503,Cluster 22,011100 1,11100,Precinct 71,38.91894826,-76.97113727,,2025/09/20 06:00:00+00,2025/09/20 06:25:00+00,811623114,
396456.22,137483.23,25144523,2025/09/21 19:16:18+00,EVENING,OTHERS,THEFT/OTHER,1130 - 1199 BLOCK OF CONNECTICUT AVENUE NW,396456.22,137483.23,2,2C,2,207,Cluster 6,010700 1,10700,Precinct 17,38.90519904,-77.04085636,GOLDEN TRIANGLE,2025/09/21 16:50:00+00,2025/09/21 19:16:00+00,811623312,
403415.7644,135000.9292,25139395,2025/09/12 09:28:50+00,MIDNIGHT,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF E STREET SE,403415.7644,135000.9292,7,7B,6,603,Cluster 32,007708 2,7708,Precinct 132,38.88283807,-76.96063188,,2025/09/12 09:02:00+00,,811623356,
400010.775,132393.0636,25424047,2025/09/17 20:32:24+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1399 BLOCK OF STEVENS ROAD SE,400010.775,132393.0636,8,8C,7,703,Cluster 37,007401 1,7401,Precinct 119,38.859352,-76.99987585,,2025/09/17 12:00:00+00,2025/09/17 18:00:00+00,811623648,
400930.3053,135000.3739,25137068,2025/09/08 08:15:52+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF E STREET SE,400930.3053,135000.3739,6,6B,1,106,Cluster 26,006900 1,6900,Precinct 91,38.88283921,-76.98927784,,2025/09/08 01:14:00+00,2025/09/08 04:00:00+00,811623761,
400840.66,139142.94,25143185,2025/09/19 08:35:00+00,MIDNIGHT,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 3,9102,Precinct 72,38.92015701,-76.99030597,,2025/09/19 08:27:00+00,2025/09/19 08:35:00+00,811623782,
399778.82,137532.05,25142073,2025/09/17 02:54:27+00,EVENING,GUN,THEFT F/AUTO,201 - 299 BLOCK OF M STREET NE,399778.82,137532.05,6,6C,5,501,Cluster 25,010602 4,10602,Precinct 144,38.90564594,-77.00255001,NOMA,2025/09/15 19:00:00+00,2025/09/17 01:00:00+00,811623868,
397068.32,140306.49,25143838,2025/09/20 09:20:55+00,MIDNIGHT,GUN,ROBBERY,1400 - 1499 BLOCK OF PARK ROAD NW,397068.32,140306.49,1,1A,3,302,Cluster 2,002802 1,2802,Precinct 39,38.93063415,-77.03381149,,2025/09/20 07:23:00+00,2025/09/22 20:28:00+00,811623869,
396585.5,140525.63,25136713,2025/09/07 12:23:43+00,DAY,OTHERS,THEFT F/AUTO,1700 - 1733 BLOCK OF PARK ROAD NW,396585.5,140525.63,1,1D,3,302,Cluster 2,002703 2,2703,Precinct 40,38.93260649,-77.03938102,,2025/09/06 06:00:00+00,2025/09/06 12:00:00+00,811623923,
397171.11,137408.25,25137631,2025/09/09 03:21:40+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,10100,Precinct 17,38.90452619,-77.03261406,DOWNTOWN,2025/09/09 01:30:00+00,2025/09/09 02:02:00+00,811623924,
400840.66,139142.94,25141407,2025/09/15 22:06:07+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 3,9102,Precinct 72,38.92015701,-76.99030597,,2025/09/15 21:43:00+00,,811624068,
400110.9498,128511.7482,25143197,2025/09/19 12:54:48+00,DAY,OTHERS,BURGLARY,600 - 699 BLOCK OF GALVESTON PLACE SE,400110.9498,128511.7482,8,8E,7,706,Cluster 39,009811 3,9811,Precinct 125,38.82438737,-76.9987223,,2025/09/19 09:38:00+00,2025/09/19 11:35:00+00,811624069,
401996.01,136793.94,25147997,2025/09/28 01:06:59+00,EVENING,OTHERS,THEFT/OTHER,1800 - 1869 BLOCK OF BENNING ROAD NE,401996.01,136793.94,5,5D,5,507,Cluster 23,008904 1,8904,Precinct 79,38.89899455,-76.97698994,,2025/09/27 23:30:00+00,2025/09/27 23:55:00+00,811624070,
396917.16,137871.71,25148436,2025/09/28 22:42:27+00,EVENING,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF O STREET NW,396917.16,137871.71,2,2B,2,208,Cluster 6,005202 2,5202,Precinct 16,38.90870034,-77.03554391,,2025/09/25 21:30:00+00,2025/09/26 11:45:00+00,811624071,
400600,139626.19,25143735,2025/09/20 04:04:50+00,MIDNIGHT,OTHERS,THEFT/OTHER,800 - 999 BLOCK OF EVARTS STREET NE,400600,139626.19,5,5B,5,504,Cluster 22,009302 1,9302,Precinct 74,38.92451048,-76.99308071,,2025/09/20 01:35:00+00,2025/09/20 04:00:00+00,811624287,
398186.04,137185.33,25144948,2025/09/23 01:13:25+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,4703,Precinct 18,38.90252073,-77.02091242,MOUNT VERNON TRIANGLE CID,2025/09/22 15:21:00+00,2025/09/22 15:22:00+00,811624288,
398374.91,135355.71,25146926,2025/09/26 04:41:38+00,MIDNIGHT,OTHERS,THEFT F/AUTO,400 - 599 BLOCK OF C STREET SW,398374.91,135355.71,6,6D,1,103,Cluster 9,010202 1,10202,Precinct 142,38.88603921,-77.01873069,SOUTHWEST,2025/09/20 16:00:00+00,2025/09/21 16:00:00+00,811624289,
395499.25,139592.96,25144024,2025/09/20 19:08:56+00,EVENING,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,501,Precinct 136,38.92419981,-77.05190312,,2025/09/20 17:59:00+00,2025/09/20 18:02:00+00,811624411,
403859.46,135396.15,25149085,2025/09/30 03:48:39+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,3500 - 3527 BLOCK OF MINNESOTA AVENUE SE,403859.46,135396.15,7,7B,6,603,Cluster 32,007708 2,7708,Precinct 132,38.88639654,-76.95551588,,2025/09/30 01:31:00+00,2025/09/30 03:31:00+00,811624442,
393438.74,144413.33,25149259,2025/09/30 14:09:17+00,DAY,OTHERS,THEFT F/AUTO,5840 - 5899 BLOCK OF CHEVY CHASE PARKWAY NW,393438.74,144413.33,3,3/4G,2,201,Cluster 10,001401 2,1401,Precinct 50,38.96761008,-77.07571124,,2025/09/30 12:35:00+00,2025/09/30 13:59:00+00,811624443,
398758.71,145213.06,25149492,2025/10/01 02:14:37+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,1702,Precinct 63,38.97483787,-77.01432486,,2025/09/30 21:05:00+00,2025/09/30 21:43:00+00,811624444,
396138.03,138018.36,25136970,2025/09/07 23:33:36+00,EVENING,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF MASSACHUSETTS AVENUE NW,396138.03,138018.36,2,2B,2,208,Cluster 6,005502 1,5502,Precinct 14,38.91001834,-77.04452779,DUPONT CIRCLE,2025/09/07 17:00:00+00,2025/09/07 19:00:00+00,811624578,
401498.97,138734.57,25140729,2025/09/14 17:51:00+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,401498.97,138734.57,5,5D,5,506,Cluster 23,008803 1,8803,Precinct 76,38.9164774,-76.98271559,,2025/09/14 17:33:00+00,2025/09/14 17:46:00+00,811624579,
399489.6,137576.25,25142375,2025/09/17 21:00:02+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5,501,Cluster 25,010601 2,10601,Precinct 144,38.90604399,-77.00588449,NOMA,2025/09/17 19:36:00+00,2025/09/17 20:30:00+00,811624620,
395709.91,137490.94,25424030,2025/09/17 10:31:22+00,MIDNIGHT,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF M STREET NW,395709.91,137490.94,2,2A,2,208,Cluster 5,005501 1,5501,Precinct 4,38.90526517,-77.04946064,,2025/09/16 11:25:00+00,2025/09/16 12:05:00+00,811624994,
397228.92,138182.19,25424276,2025/10/02 16:31:59+00,DAY,OTHERS,THEFT/OTHER,1600 - 1617 BLOCK OF 14TH STREET NW,397228.92,138182.19,2,2F,3,307,Cluster 7,005001 2,5001,Precinct 16,38.91149829,-77.0319507,,2025/09/28 01:00:00+00,2025/09/28 03:15:00+00,811624995,
397655.05,137783.49,25423907,2025/09/09 15:33:24+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 11TH STREET NW,397655.05,137783.49,2,2F,3,307,Cluster 7,004902 1,4902,Precinct 129,38.9079079,-77.02703603,,2025/09/07 00:21:00+00,2025/09/07 00:23:00+00,811625044,
403949.4321,135293.9593,25146828,2025/09/25 23:45:33+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,200 - 499 BLOCK OF ANACOSTIA ROAD SE,403949.4321,135293.9593,7,7F,6,603,Cluster 32,007703 3,7703,Precinct 107,38.88547556,-76.95447945,,2025/09/25 22:44:00+00,2025/09/25 23:42:00+00,811625167,
399690.03,138139.17,25142866,2025/09/19 01:50:52+00,EVENING,OTHERS,THEFT/OTHER,150 - 299 BLOCK OF Q STREET NE,399690.03,138139.17,5,5F,5,502,Cluster 21,008702 2,8702,Precinct 75,38.91111506,-77.00357395,NOMA,2025/09/18 18:08:00+00,2025/09/18 19:50:00+00,811625211,
398186.04,137185.33,25141144,2025/09/15 15:12:08+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,4703,Precinct 18,38.90252073,-77.02091242,MOUNT VERNON TRIANGLE CID,2025/09/15 12:58:00+00,2025/09/15 14:27:00+00,811625257,
399695.2,137774,25138829,2025/09/11 12:55:46+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 2ND STREET NE,399695.2,137774,6,6E,5,501,Cluster 25,010601 2,10601,Precinct 144,38.90782549,-77.00351418,NOMA,2025/09/11 12:18:00+00,,811625297,
395886.75,138632.43,25146065,2025/09/24 17:01:41+00,DAY,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF LEROY PLACE NW,395886.75,138632.43,2,2D,2,208,Cluster 1,004100 1,4100,Precinct 13,38.91554895,-77.04742868,,2025/09/23 17:30:00+00,2025/09/23 18:00:00+00,811625541,
400199.43,141426.91,25138904,2025/09/11 14:42:07+00,DAY,OTHERS,THEFT F/AUTO,491 - 699 BLOCK OF TAYLOR STREET NE,400199.43,141426.91,5,5B,4,405,Cluster 20,009504 1,9504,Precinct 68,38.9407321,-76.99769962,,2025/09/10 23:30:00+00,2025/09/11 02:30:00+00,811625678,
395540.72,137406.13,25145686,2025/09/23 22:06:43+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 24TH STREET NW,395540.72,137406.13,2,2A,2,207,Cluster 5,005503 1,5503,Precinct 4,38.90450033,-77.05141069,,2025/09/23 01:00:00+00,2025/09/23 01:30:00+00,811625853,
396835.74,139458.13,25424201,2025/09/30 11:32:36+00,DAY,OTHERS,THEFT/OTHER,2480 - 2599 BLOCK OF 16TH STREET NW,396835.74,139458.13,1,1C,3,303,Cluster 1,003802 3,3802,Precinct 24,38.92299105,-77.03648996,,2025/09/28 17:00:00+00,2025/09/28 22:30:00+00,811625993,
398010.2,138551.81,25139632,2025/09/12 19:21:40+00,EVENING,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF 8TH STREET NW,398010.2,138551.81,1,1B,3,305,Cluster 3,004402 2,4402,Precinct 137,38.91483007,-77.02294357,,2025/09/11 22:00:00+00,2025/09/12 15:00:00+00,811626373,
398010.67,136734.11,25139749,2025/09/12 22:22:23+00,EVENING,OTHERS,THEFT/OTHER,8TH STREET NW AND G STREET NW,398010.67,136734.11,2,2C,1,101,Cluster 8,005802 5,5802,Precinct 129,38.89845559,-77.02293288,DOWNTOWN,2025/09/12 17:00:00+00,2025/09/12 22:22:00+00,811626374,
398945.56,138386.67,25141952,2025/09/17 00:54:56+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1ST STREET NW AND RANDOLPH PLACE NW,398945.56,138386.67,5,5E,3,308,Cluster 21,003302 1,3302,Precinct 19,38.91334405,-77.01215806,,2025/09/16 20:57:00+00,2025/09/16 22:24:00+00,811626401,
397162.06,140182.43,25147077,2025/09/26 15:12:17+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,2802,Precinct 39,38.92951689,-77.03272986,,2025/09/26 12:52:00+00,2025/09/26 13:06:00+00,811626465,
400642.2865,130525.8332,25146021,2025/09/24 15:48:13+00,DAY,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF SAVANNAH STREET SE,400642.2865,130525.8332,8,8C,7,705,Cluster 39,007304 2,7304,Precinct 120,38.84253094,-76.99260156,,2025/09/24 14:53:00+00,2025/09/24 15:40:00+00,811626533,
402886.86,131330.33,25150451,2025/10/02 16:40:58+00,DAY,OTHERS,THEFT/OTHER,2700 - 2899 BLOCK OF SHIPLEY TERRACE SE,402886.86,131330.33,8,8B,7,702,Cluster 36,007408 1,7408,Precinct 115,38.8497737,-76.96674314,,2025/10/02 16:19:00+00,2025/10/02 16:45:00+00,811626534,
400930.3488,134551.0842,25136733,2025/09/08 00:04:07+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF POTOMAC AVENUE SE,400930.3488,134551.0842,6,6B,1,106,Cluster 26,007100 2,7100,Precinct 91,38.87879183,-76.98927795,,2025/09/05 21:50:00+00,2025/09/07 13:37:00+00,811626749,
396456.22,137483.23,25140701,2025/09/14 16:33:14+00,DAY,OTHERS,THEFT/OTHER,1130 - 1199 BLOCK OF CONNECTICUT AVENUE NW,396456.22,137483.23,2,2C,2,207,Cluster 6,010700 1,10700,Precinct 17,38.90519904,-77.04085636,GOLDEN TRIANGLE,2025/09/14 16:01:00+00,,811626984,
399778.82,137532.05,25140746,2025/09/14 18:13:04+00,DAY,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,399778.82,137532.05,6,6C,5,501,Cluster 25,010602 4,10602,Precinct 144,38.90564594,-77.00255001,NOMA,2025/09/13 21:20:00+00,2025/09/13 21:30:00+00,811626985,
400840.66,139142.94,25144431,2025/09/23 17:11:07+00,DAY,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 3,9102,Precinct 72,38.92015701,-76.99030597,,2025/09/21 14:27:00+00,2025/09/21 14:46:00+00,811627008,
397694.83,146283.34,25148377,2025/09/28 20:48:40+00,EVENING,OTHERS,THEFT/OTHER,7816 - 7899 BLOCK OF GEORGIA AVENUE NW,397694.83,146283.34,4,4A,4,401,Cluster 16,001600 1,1600,Precinct 62,38.98447704,-77.02660595,,2025/09/28 19:15:00+00,2025/09/28 20:10:00+00,811627139,
401953.6087,133141.0972,25149096,2025/09/30 03:01:12+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1800 - 2199 BLOCK OF U PLACE SE,401953.6087,133141.0972,8,8A,6,607,Cluster 34,007605 1,7605,Precinct 112,38.86608843,-76.97748912,,2025/09/27 19:00:00+00,2025/09/28 05:30:00+00,811627485,
398500.51,138891.06,25424121,2025/09/24 12:31:41+00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF OAKDALE PLACE NW,398500.51,138891.06,1,1B,3,306,Cluster 3,003400 1,3400,Precinct 20,38.91788712,-77.01729075,,2025/08/02 02:20:00+00,2025/09/01 02:20:00+00,811627532,
400820.46,129719.23,25136583,2025/09/07 02:56:34+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF COLE BOULEVARD SE,400820.46,129719.23,8,8E,7,706,Cluster 39,009700 3,9700,Precinct 121,38.83526455,-76.99055015,,2025/09/06 18:00:00+00,2025/09/06 21:00:00+00,811627564,
400240.18,130832.91,25137032,2025/09/08 02:34:38+00,EVENING,OTHERS,THEFT/OTHER,2919 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400240.18,130832.91,8,8C,7,705,Cluster 39,010400 1,10400,Precinct 123,38.84529743,-76.99723328,,2025/09/08 01:05:00+00,,811627565,
396746.97,137976.41,25138359,2025/09/10 14:54:28+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,5303,Precinct 15,38.9096429,-77.03750663,,2025/09/10 14:27:00+00,2025/09/10 14:32:00+00,811627566,
396171.05,137945.8,25148605,2025/09/29 06:13:59+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,5502,Precinct 14,38.90936484,-77.04414667,DUPONT CIRCLE,2025/09/29 03:50:00+00,2025/09/29 04:00:00+00,811627812,
397430.66,136664.37,25423959,2025/09/11 11:31:30+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2,209,Cluster 8,005802 1,5802,Precinct 129,38.89782585,-77.02961894,DOWNTOWN,2025/09/10 20:41:00+00,2025/09/10 20:56:00+00,811627854,
396835.86,139570.98,25423952,2025/09/10 21:33:20+00,EVENING,OTHERS,THEFT/OTHER,2600 - 2699 BLOCK OF 16TH STREET NW,396835.86,139570.98,1,1C,,,Cluster 2,003802 2,3802,Precinct 35,38.92400764,-77.0364891,,2025/09/09 18:25:00+00,2025/09/09 21:25:00+00,811627858,
399135.1,137781.9,25139544,2025/09/12 21:22:27+00,EVENING,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF HANOVER PLACE NW,399135.1,137781.9,5,5E,3,308,Cluster 21,004600 1,4600,Precinct 19,38.90789628,-77.00997184,,2025/09/12 16:05:00+00,2025/09/12 16:40:00+00,811627917,
402348.98,140306.36,25144031,2025/09/20 19:44:34+00,EVENING,OTHERS,THEFT/OTHER,2206 - 2399 BLOCK OF RHODE ISLAND AVENUE NE,402348.98,140306.36,5,5C,5,503,Cluster 22,011100 2,11100,Precinct 71,38.93063473,-76.97290887,,2025/09/20 18:47:00+00,2025/09/20 19:40:00+00,811627976,
393070.63,142276.38,25136343,2025/09/07 09:05:28+00,MIDNIGHT,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001004 2,1004,Precinct 31,38.94835706,-77.07993731,,2025/09/06 16:50:00+00,2025/09/06 17:35:00+00,811628105,
401147.6,134664.5,25139066,2025/09/11 20:16:18+00,EVENING,OTHERS,ROBBERY,1330 - 1399 BLOCK OF POTOMAC AVENUE SE,401147.6,134664.5,6,6B,1,106,Cluster 26,007100 3,7100,Precinct 91,38.87981327,-76.98677399,,2025/09/11 18:50:00+00,2025/09/11 19:00:00+00,811628106,
404705.81,133118,25139402,2025/09/12 13:14:02+00,DAY,OTHERS,ROBBERY,1562 - 1699 BLOCK OF FORT DUPONT STREET SE,404705.81,133118,7,7B,6,605,Cluster 34,009902 2,9902,Precinct 110,38.86586994,-76.94577645,,2025/09/12 10:26:00+00,2025/09/12 11:40:00+00,811628107,
398010.08,138818.94,25141894,2025/09/16 20:53:03+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,3500,Precinct 37,38.91723646,-77.02294573,,2025/09/16 19:41:00+00,2025/09/16 20:53:00+00,811628108,
407549.305,136017.2484,25142558,2025/09/18 02:01:38+00,EVENING,OTHERS,ROBBERY,6100 - 6199 BLOCK OF BANKS PLACE NE,407549.305,136017.2484,7,7C,6,608,Cluster 31,007808 2,7808,Precinct 96,38.89196768,-76.91297994,,2025/09/18 00:40:00+00,2025/09/18 02:00:00+00,811628109,
396843.2,142470.85,25423927,2025/09/10 12:02:15+00,DAY,OTHERS,THEFT/OTHER,4840 - 4919 BLOCK OF 16TH STREET NW,396843.2,142470.85,4,4E,4,404,Cluster 18,002002 1,2002,Precinct 54,38.95013055,-77.03641779,,2025/09/06 04:00:00+00,2025/09/06 12:40:00+00,811628223,
397700.46,136611.23,25143464,2025/09/19 20:03:45+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,5802,Precinct 129,38.89734789,-77.02650856,DOWNTOWN,2025/09/19 19:12:00+00,2025/09/19 19:18:00+00,811628252,
401745.69,135773.22,25146174,2025/09/24 20:26:31+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF EAST CAPITOL STREET,401745.69,135773.22,7,7D,1,108,Cluster 26,008002 1,8002,Precinct 86,38.88980006,-76.97987823,,2025/09/24 13:05:00+00,2025/09/24 19:35:00+00,811628253,
405846.6148,134296.6566,25136784,2025/09/07 16:16:11+00,DAY,GUN,ROBBERY,4600 - 4699 BLOCK OF HILLSIDE ROAD SE,405846.6148,134296.6566,7,7E,6,604,Cluster 33,007707 2,7707,Precinct 106,38.87648091,-76.93262131,,2025/09/07 15:29:00+00,2025/09/07 16:16:00+00,811628665,
